18        ; Number of general header lines after this line
v1.0      ; TOLNet standardized format version for profile data
15        ; Number of profiles in this file
14        ; Number of data columns for all profiles
ALT, m, Altitude above sea level (center of sampling bin)                 ; Column 1
O3ND, molec.m-3, Ozone number density (measured)                          ; Column 2
O3NDUncert, molec.m-3, Ozone number density combined standard uncertainty ; Column 3
O3NDResol, m, Ozone number density standardized vertical resolution ; Column 4
Precision, %, Measurement precision                                       ; Column 5
ChRange, #, Channel range (1.0 to N.0, nearest-field to farthest-field)   ; Column 6
O3MR, ppbv, Ozone mixing ratio (derived)                                  ; Column 7
O3MRUncert, ppbv, Ozone mixing ratio combined standard uncertainty        ; Column 8
Press, hPa, Air pressure used to derive ozone mixing ratio                ; Column 9
PressUncert, hPa, Air pressure standard uncertainty                       ; Column 10
Temp, K, Air temperature used to derive ozone mixing ratio                ; Column 11
TempUncert, K, air temperature ratio standard uncertainty                 ; Column 12
AirND, molec.m-3, air number density used to derive ozone mixing ratio    ; Column 13
AirNDUncert, molec.m-3, Air number density standard uncertainty           ; Column 14
-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999 ; Missing data values
5                                                           ; Number of general comments lines
NASA LaRC Mobile Ozone Lidar                                ; INSTRUMENT NAME
REDACTED REDACTED, NASA LaRC, REDACTED@REDACTED.COM         ; PI AND CONTACT INFO
JPL-TTM                                                     ; SITE NAME
-117.68300, 34.38330, 2285.00                               ; SITE LONGITUDE, LATITUDE, ELEVATION (degE, degN, m) 
R0                                                          ; DATA REVISION # (if value >0 then provide text below)
#BEGIN PROFILE ;-------------------------------------------------------------------------------------------
13                                      ; Number of data header lines
667                                     ; NUMBER OF DATA LINES IN THIS PROFILE
2017-05-05, 19:37:29                    ; DATA PROCESSING DATE, TIME
LMOLparallel, O3 DIAL, 2016 Oct 17, (Contact G. Redacted Redacted.P.Redacted@Redacted.com); DATA PROCESSING VERSION
NOMINAL                                 ; RESULTS QUALITY (NOMINAL, FAIR, POOR)
2016-08-16, 19:31:50                    ; PROFILE DATE, TIME (UT) START
2016-08-16, 19:41:50                    ; PROFILE DATE, TIME (UT) END
2016-08-16, 19:36:50                    ; PROFILE DATE, TIME (UT) MEAN
Standard atmosphere monthly averaged number densities; SOURCE OF A PRIORI Press, Temp, AirND USED TO DERIVE OZONE MIXING RATIO
2017-05-05, 19:37:29                    ; SOURCE DATE, TIME (UT)
-117.68300, 34.38330, 2285.00           ; SOURCE LONGITUDE, LATITUDE, ELEVATION (degE, degN, m)
Please check the README file for additional comments and external data acknowledgement.; OPERATOR COMMENTS
Contact Operator for further detail on processing and data quality.; OPERATOR COMMENTS
ALT, O3ND, O3NDUncert, O3NDResol, Precision, ChRange, O3MR, O3MRUncert, Press, PressUncert, Temp, TempUncert, AirND, AirNDUncert ; Data variables short names for easy visual identification of data columns (separated by commas)
7782.5, 4.109e+17, 3.749e+16, 2116.0, 1.45, 4.00, 36.74, 3.35, 3.946e+02, 1.973e+01, 2.550e+02, 1.275e+01, 1.118e+25, 5.592e+23,
7797.5, 4.078e+17, 3.746e+16, 2116.0, 1.47, 4.00, 36.52, 3.36, 3.938e+02, 1.969e+01, 2.548e+02, 1.274e+01, 1.117e+25, 5.584e+23,
7812.5, 4.046e+17, 3.743e+16, 2116.0, 1.50, 4.00, 36.29, 3.36, 3.930e+02, 1.965e+01, 2.547e+02, 1.274e+01, 1.115e+25, 5.575e+23,
7827.5, 4.019e+17, 3.741e+16, 2116.0, 1.52, 4.00, 36.10, 3.36, 3.922e+02, 1.961e+01, 2.546e+02, 1.273e+01, 1.113e+25, 5.566e+23,
7842.5, 3.999e+17, 3.741e+16, 2116.0, 1.54, 4.00, 35.98, 3.37, 3.914e+02, 1.957e+01, 2.545e+02, 1.272e+01, 1.112e+25, 5.558e+23,
7857.5, 3.992e+17, 3.743e+16, 2116.0, 1.56, 4.00, 35.97, 3.37, 3.906e+02, 1.953e+01, 2.543e+02, 1.272e+01, 1.110e+25, 5.549e+23,
7872.5, 3.990e+17, 3.747e+16, 2116.0, 1.57, 4.00, 36.00, 3.38, 3.898e+02, 1.949e+01, 2.542e+02, 1.271e+01, 1.108e+25, 5.541e+23,
7887.5, 3.990e+17, 3.752e+16, 2116.0, 1.59, 4.00, 36.06, 3.39, 3.890e+02, 1.945e+01, 2.541e+02, 1.270e+01, 1.106e+25, 5.532e+23,
7902.5, 3.995e+17, 3.757e+16, 2116.0, 1.60, 4.00, 36.17, 3.40, 3.882e+02, 1.941e+01, 2.540e+02, 1.270e+01, 1.105e+25, 5.524e+23,
7917.5, 4.001e+17, 3.763e+16, 2116.0, 1.61, 4.00, 36.27, 3.41, 3.874e+02, 1.937e+01, 2.538e+02, 1.269e+01, 1.103e+25, 5.515e+23,
7932.5, 3.989e+17, 3.766e+16, 2116.0, 1.63, 4.00, 36.22, 3.42, 3.866e+02, 1.933e+01, 2.537e+02, 1.269e+01, 1.101e+25, 5.507e+23,
7947.5, 3.966e+17, 3.766e+16, 2116.0, 1.66, 4.00, 36.07, 3.43, 3.858e+02, 1.929e+01, 2.536e+02, 1.268e+01, 1.100e+25, 5.498e+23,
7962.5, 3.937e+17, 3.765e+16, 2116.0, 1.68, 4.00, 35.86, 3.43, 3.850e+02, 1.925e+01, 2.535e+02, 1.267e+01, 1.098e+25, 5.489e+23,
7977.5, 3.911e+17, 3.765e+16, 2116.0, 1.71, 4.00, 35.68, 3.44, 3.842e+02, 1.921e+01, 2.533e+02, 1.267e+01, 1.096e+25, 5.481e+23,
7992.5, 3.891e+17, 3.766e+16, 2116.0, 1.73, 4.00, 35.55, 3.44, 3.834e+02, 1.917e+01, 2.532e+02, 1.266e+01, 1.094e+25, 5.472e+23,
8007.5, 3.880e+17, 3.770e+16, 2116.0, 1.75, 4.00, 35.50, 3.45, 3.826e+02, 1.913e+01, 2.531e+02, 1.265e+01, 1.093e+25, 5.464e+23,
8022.5, 3.869e+17, 3.774e+16, 2116.0, 1.77, 4.00, 35.46, 3.46, 3.818e+02, 1.909e+01, 2.530e+02, 1.265e+01, 1.091e+25, 5.455e+23,
8037.5, 3.857e+17, 3.778e+16, 2116.0, 1.79, 4.00, 35.41, 3.47, 3.810e+02, 1.905e+01, 2.528e+02, 1.264e+01, 1.089e+25, 5.447e+23,
8052.5, 3.837e+17, 3.780e+16, 2116.0, 1.82, 4.00, 35.28, 3.48, 3.802e+02, 1.901e+01, 2.527e+02, 1.264e+01, 1.088e+25, 5.438e+23,
8067.5, 3.807e+17, 3.780e+16, 2116.0, 1.85, 4.00, 35.06, 3.48, 3.794e+02, 1.897e+01, 2.526e+02, 1.263e+01, 1.086e+25, 5.430e+23,
8082.5, 3.777e+17, 3.781e+16, 2116.0, 1.88, 4.00, 34.84, 3.49, 3.786e+02, 1.893e+01, 2.525e+02, 1.262e+01, 1.084e+25, 5.421e+23,
8097.5, 3.757e+17, 3.784e+16, 2116.0, 1.90, 4.00, 34.71, 3.50, 3.778e+02, 1.889e+01, 2.523e+02, 1.262e+01, 1.082e+25, 5.412e+23,
8112.5, 3.736e+17, 3.787e+16, 2116.0, 1.93, 4.00, 34.56, 3.50, 3.770e+02, 1.885e+01, 2.522e+02, 1.261e+01, 1.081e+25, 5.404e+23,
8127.5, 3.713e+17, 3.790e+16, 2116.0, 1.96, 4.00, 34.41, 3.51, 3.762e+02, 1.881e+01, 2.521e+02, 1.260e+01, 1.079e+25, 5.395e+23,
8142.5, 3.689e+17, 3.792e+16, 2116.0, 1.99, 4.00, 34.24, 3.52, 3.754e+02, 1.877e+01, 2.520e+02, 1.260e+01, 1.077e+25, 5.387e+23,
8157.5, 3.670e+17, 3.795e+16, 2116.0, 2.02, 4.00, 34.12, 3.53, 3.746e+02, 1.873e+01, 2.518e+02, 1.259e+01, 1.076e+25, 5.378e+23,
8172.5, 3.652e+17, 3.799e+16, 2116.0, 2.05, 4.00, 34.02, 3.54, 3.736e+02, 1.868e+01, 2.518e+02, 1.259e+01, 1.073e+25, 5.365e+23,
8187.5, 3.634e+17, 3.803e+16, 2116.0, 2.07, 4.00, 33.91, 3.55, 3.729e+02, 1.864e+01, 2.517e+02, 1.259e+01, 1.071e+25, 5.357e+23,
8202.5, 3.615e+17, 3.808e+16, 2116.0, 2.10, 4.00, 33.79, 3.56, 3.722e+02, 1.861e+01, 2.516e+02, 1.258e+01, 1.070e+25, 5.350e+23,
8217.5, 3.603e+17, 3.815e+16, 2116.0, 2.13, 4.00, 33.73, 3.57, 3.715e+02, 1.858e+01, 2.515e+02, 1.258e+01, 1.068e+25, 5.342e+23,
8232.5, 3.598e+17, 3.824e+16, 2116.0, 2.16, 4.00, 33.73, 3.59, 3.708e+02, 1.854e+01, 2.514e+02, 1.257e+01, 1.067e+25, 5.334e+23,
8247.5, 3.588e+17, 3.832e+16, 2116.0, 2.18, 4.00, 33.68, 3.60, 3.701e+02, 1.851e+01, 2.513e+02, 1.257e+01, 1.065e+25, 5.326e+23,
8262.5, 3.578e+17, 3.839e+16, 2116.0, 2.21, 4.00, 33.64, 3.61, 3.695e+02, 1.847e+01, 2.512e+02, 1.256e+01, 1.064e+25, 5.318e+23,
8277.5, 3.562e+17, 3.845e+16, 2116.0, 2.24, 4.00, 33.54, 3.62, 3.688e+02, 1.844e+01, 2.511e+02, 1.255e+01, 1.062e+25, 5.310e+23,
8292.5, 3.550e+17, 3.853e+16, 2116.0, 2.27, 4.00, 33.48, 3.63, 3.681e+02, 1.840e+01, 2.510e+02, 1.255e+01, 1.060e+25, 5.302e+23,
8307.5, 3.541e+17, 3.861e+16, 2116.0, 2.29, 4.00, 33.44, 3.65, 3.674e+02, 1.837e+01, 2.509e+02, 1.254e+01, 1.059e+25, 5.294e+23,
8322.5, 3.542e+17, 3.872e+16, 2116.0, 2.32, 4.00, 33.50, 3.66, 3.667e+02, 1.834e+01, 2.508e+02, 1.254e+01, 1.057e+25, 5.286e+23,
8337.5, 3.542e+17, 3.883e+16, 2116.0, 2.34, 4.00, 33.55, 3.68, 3.660e+02, 1.830e+01, 2.507e+02, 1.253e+01, 1.056e+25, 5.278e+23,
8352.5, 3.538e+17, 3.893e+16, 2116.0, 2.36, 4.00, 33.56, 3.69, 3.654e+02, 1.827e+01, 2.506e+02, 1.253e+01, 1.054e+25, 5.270e+23,
8367.5, 3.543e+17, 3.906e+16, 2116.0, 2.38, 4.00, 33.67, 3.71, 3.647e+02, 1.823e+01, 2.505e+02, 1.252e+01, 1.052e+25, 5.262e+23,
8382.5, 3.547e+17, 3.919e+16, 2116.0, 2.40, 4.00, 33.76, 3.73, 3.640e+02, 1.820e+01, 2.503e+02, 1.252e+01, 1.051e+25, 5.254e+23,
8397.5, 3.547e+17, 3.930e+16, 2116.0, 2.43, 4.00, 33.81, 3.75, 3.633e+02, 1.817e+01, 2.502e+02, 1.251e+01, 1.049e+25, 5.246e+23,
8412.5, 3.545e+17, 3.942e+16, 2116.0, 2.45, 4.00, 33.84, 3.76, 3.626e+02, 1.813e+01, 2.501e+02, 1.251e+01, 1.048e+25, 5.238e+23,
8427.5, 3.560e+17, 3.958e+16, 2116.0, 2.47, 4.00, 34.04, 3.78, 3.619e+02, 1.810e+01, 2.500e+02, 1.250e+01, 1.046e+25, 5.230e+23,
8442.5, 3.566e+17, 3.972e+16, 2116.0, 2.49, 4.00, 34.14, 3.80, 3.613e+02, 1.806e+01, 2.499e+02, 1.250e+01, 1.044e+25, 5.222e+23,
8457.5, 3.561e+17, 3.983e+16, 2116.0, 2.51, 4.00, 34.14, 3.82, 3.606e+02, 1.803e+01, 2.498e+02, 1.249e+01, 1.043e+25, 5.214e+23,
8472.5, 3.560e+17, 3.995e+16, 2116.0, 2.54, 4.00, 34.19, 3.84, 3.599e+02, 1.799e+01, 2.497e+02, 1.249e+01, 1.041e+25, 5.206e+23,
8487.5, 3.571e+17, 4.012e+16, 2116.0, 2.56, 4.00, 34.34, 3.86, 3.592e+02, 1.796e+01, 2.496e+02, 1.248e+01, 1.040e+25, 5.198e+23,
8502.5, 3.583e+17, 4.029e+16, 2116.0, 2.57, 4.00, 34.52, 3.88, 3.585e+02, 1.793e+01, 2.495e+02, 1.247e+01, 1.038e+25, 5.190e+23,
8517.5, 3.591e+17, 4.045e+16, 2116.0, 2.59, 4.00, 34.64, 3.90, 3.578e+02, 1.789e+01, 2.494e+02, 1.247e+01, 1.036e+25, 5.182e+23,
8532.5, 3.588e+17, 4.058e+16, 2116.0, 2.62, 4.00, 34.67, 3.92, 3.572e+02, 1.786e+01, 2.493e+02, 1.246e+01, 1.035e+25, 5.175e+23,
8547.5, 3.595e+17, 4.074e+16, 2116.0, 2.64, 4.00, 34.79, 3.94, 3.565e+02, 1.782e+01, 2.492e+02, 1.246e+01, 1.033e+25, 5.167e+23,
8562.5, 3.604e+17, 4.091e+16, 2116.0, 2.66, 4.00, 34.93, 3.97, 3.558e+02, 1.779e+01, 2.491e+02, 1.245e+01, 1.032e+25, 5.159e+23,
8577.5, 3.606e+17, 4.106e+16, 2116.0, 2.69, 4.00, 35.01, 3.99, 3.551e+02, 1.776e+01, 2.490e+02, 1.245e+01, 1.030e+25, 5.151e+23,
8592.5, 3.615e+17, 4.124e+16, 2116.0, 2.71, 4.00, 35.15, 4.01, 3.544e+02, 1.772e+01, 2.488e+02, 1.244e+01, 1.029e+25, 5.143e+23,
8607.5, 3.633e+17, 4.146e+16, 2116.0, 2.72, 4.00, 35.38, 4.04, 3.537e+02, 1.769e+01, 2.487e+02, 1.244e+01, 1.027e+25, 5.135e+23,
8622.5, 3.660e+17, 4.170e+16, 2113.9, 2.74, 4.00, 35.70, 4.07, 3.531e+02, 1.765e+01, 2.486e+02, 1.243e+01, 1.025e+25, 5.127e+23,
8637.5, 3.660e+17, 4.187e+16, 2113.9, 2.76, 4.00, 35.75, 4.09, 3.524e+02, 1.762e+01, 2.485e+02, 1.243e+01, 1.024e+25, 5.119e+23,
8652.5, 3.665e+17, 4.206e+16, 2113.9, 2.79, 4.00, 35.86, 4.12, 3.517e+02, 1.758e+01, 2.484e+02, 1.242e+01, 1.022e+25, 5.111e+23,
8667.5, 3.688e+17, 4.232e+16, 2113.9, 2.81, 4.00, 36.14, 4.15, 3.510e+02, 1.755e+01, 2.483e+02, 1.242e+01, 1.021e+25, 5.103e+23,
8682.5, 3.700e+17, 4.255e+16, 2113.9, 2.83, 4.00, 36.31, 4.18, 3.503e+02, 1.752e+01, 2.482e+02, 1.241e+01, 1.019e+25, 5.095e+23,
8697.5, 3.679e+17, 4.268e+16, 2113.9, 2.87, 4.00, 36.16, 4.20, 3.496e+02, 1.748e+01, 2.481e+02, 1.240e+01, 1.017e+25, 5.087e+23,
8712.5, 3.670e+17, 4.284e+16, 2116.0, 2.91, 4.00, 36.13, 4.22, 3.490e+02, 1.745e+01, 2.480e+02, 1.240e+01, 1.016e+25, 5.079e+23,
8727.5, 3.677e+17, 4.304e+16, 2116.0, 2.93, 4.00, 36.25, 4.24, 3.483e+02, 1.741e+01, 2.479e+02, 1.239e+01, 1.014e+25, 5.071e+23,
8742.5, 3.685e+17, 4.324e+16, 2113.9, 2.95, 4.00, 36.39, 4.27, 3.476e+02, 1.738e+01, 2.478e+02, 1.239e+01, 1.013e+25, 5.063e+23,
8757.5, 3.680e+17, 4.341e+16, 2113.9, 2.98, 4.00, 36.40, 4.29, 3.469e+02, 1.735e+01, 2.477e+02, 1.238e+01, 1.011e+25, 5.055e+23,
8772.5, 3.669e+17, 4.357e+16, 2116.0, 3.02, 4.00, 36.35, 4.32, 3.462e+02, 1.731e+01, 2.476e+02, 1.238e+01, 1.009e+25, 5.047e+23,
8787.5, 3.666e+17, 4.374e+16, 2109.6, 3.05, 4.00, 36.37, 4.34, 3.455e+02, 1.728e+01, 2.475e+02, 1.237e+01, 1.008e+25, 5.039e+23,
8802.5, 3.643e+17, 4.385e+16, 2109.6, 3.10, 4.00, 36.20, 4.36, 3.449e+02, 1.724e+01, 2.473e+02, 1.237e+01, 1.006e+25, 5.031e+23,
8817.5, 3.630e+17, 4.400e+16, 2111.8, 3.13, 4.00, 36.13, 4.38, 3.442e+02, 1.721e+01, 2.472e+02, 1.236e+01, 1.005e+25, 5.023e+23,
8832.5, 3.618e+17, 4.416e+16, 2113.9, 3.17, 4.00, 36.07, 4.40, 3.435e+02, 1.717e+01, 2.471e+02, 1.236e+01, 1.003e+25, 5.015e+23,
8847.5, 3.601e+17, 4.431e+16, 2113.9, 3.21, 4.00, 35.95, 4.42, 3.428e+02, 1.714e+01, 2.470e+02, 1.235e+01, 1.001e+25, 5.007e+23,
8862.5, 3.581e+17, 4.445e+16, 2111.8, 3.26, 4.00, 35.82, 4.45, 3.421e+02, 1.711e+01, 2.469e+02, 1.235e+01, 9.999e+24, 4.999e+23,
8877.5, 3.564e+17, 4.460e+16, 2113.9, 3.30, 4.00, 35.70, 4.47, 3.414e+02, 1.707e+01, 2.468e+02, 1.234e+01, 9.983e+24, 4.992e+23,
8892.5, 3.548e+17, 4.476e+16, 2116.0, 3.34, 4.00, 35.60, 4.49, 3.408e+02, 1.704e+01, 2.467e+02, 1.234e+01, 9.967e+24, 4.984e+23,
8907.5, 3.538e+17, 4.494e+16, 2116.0, 3.38, 4.00, 35.55, 4.52, 3.401e+02, 1.700e+01, 2.466e+02, 1.233e+01, 9.951e+24, 4.976e+23,
8922.5, 3.543e+17, 4.518e+16, 2116.0, 3.41, 4.00, 35.66, 4.55, 3.394e+02, 1.697e+01, 2.465e+02, 1.232e+01, 9.935e+24, 4.968e+23,
8937.5, 3.541e+17, 4.540e+16, 2116.0, 3.44, 4.00, 35.69, 4.58, 3.387e+02, 1.694e+01, 2.464e+02, 1.232e+01, 9.919e+24, 4.960e+23,
8952.5, 3.522e+17, 4.557e+16, 2113.9, 3.50, 4.00, 35.56, 4.60, 3.380e+02, 1.690e+01, 2.463e+02, 1.231e+01, 9.904e+24, 4.952e+23,
8967.5, 3.506e+17, 4.573e+16, 2113.9, 3.54, 4.00, 35.46, 4.63, 3.374e+02, 1.687e+01, 2.462e+02, 1.231e+01, 9.888e+24, 4.944e+23,
8982.5, 3.497e+17, 4.592e+16, 2116.0, 3.58, 4.00, 35.43, 4.65, 3.367e+02, 1.683e+01, 2.461e+02, 1.230e+01, 9.872e+24, 4.936e+23,
8997.5, 3.484e+17, 4.610e+16, 2116.0, 3.62, 4.00, 35.34, 4.68, 3.360e+02, 1.680e+01, 2.460e+02, 1.230e+01, 9.856e+24, 4.928e+23,
9012.5, 3.459e+17, 4.625e+16, 2113.9, 3.68, 4.00, 35.16, 4.70, 3.353e+02, 1.677e+01, 2.459e+02, 1.229e+01, 9.840e+24, 4.920e+23,
9027.5, 3.429e+17, 4.637e+16, 2113.9, 3.74, 4.00, 34.90, 4.72, 3.346e+02, 1.673e+01, 2.457e+02, 1.229e+01, 9.824e+24, 4.912e+23,
9042.5, 3.395e+17, 4.649e+16, 2113.9, 3.81, 4.00, 34.61, 4.74, 3.339e+02, 1.670e+01, 2.456e+02, 1.228e+01, 9.808e+24, 4.904e+23,
9057.5, 3.376e+17, 4.665e+16, 2116.0, 3.85, 4.00, 34.47, 4.76, 3.333e+02, 1.666e+01, 2.455e+02, 1.228e+01, 9.792e+24, 4.896e+23,
9072.5, 3.358e+17, 4.682e+16, 2113.9, 3.91, 4.00, 34.35, 4.79, 3.326e+02, 1.663e+01, 2.454e+02, 1.227e+01, 9.776e+24, 4.888e+23,
9087.5, 3.354e+17, 4.704e+16, 2099.0, 3.97, 4.00, 34.36, 4.82, 3.319e+02, 1.659e+01, 2.453e+02, 1.227e+01, 9.760e+24, 4.880e+23,
9102.5, 3.319e+17, 4.719e+16, 2099.0, 4.05, 4.00, 34.06, 4.84, 3.312e+02, 1.656e+01, 2.452e+02, 1.226e+01, 9.744e+24, 4.872e+23,
9117.5, 3.312e+17, 4.745e+16, 2107.5, 4.09, 4.00, 34.05, 4.88, 3.305e+02, 1.653e+01, 2.451e+02, 1.226e+01, 9.729e+24, 4.864e+23,
9132.5, 3.319e+17, 4.775e+16, 2116.0, 4.11, 4.00, 34.17, 4.92, 3.298e+02, 1.649e+01, 2.450e+02, 1.225e+01, 9.713e+24, 4.856e+23,
9147.5, 3.346e+17, 4.810e+16, 2116.0, 4.11, 4.00, 34.51, 4.96, 3.292e+02, 1.646e+01, 2.449e+02, 1.224e+01, 9.697e+24, 4.848e+23,
9162.5, 3.365e+17, 4.842e+16, 2116.0, 4.13, 4.00, 34.76, 5.00, 3.285e+02, 1.642e+01, 2.448e+02, 1.224e+01, 9.681e+24, 4.840e+23,
9177.5, 3.379e+17, 4.876e+16, 2116.0, 4.16, 4.00, 34.96, 5.05, 3.278e+02, 1.639e+01, 2.447e+02, 1.223e+01, 9.665e+24, 4.832e+23,
9192.5, 3.388e+17, 4.908e+16, 2116.0, 4.19, 4.00, 35.12, 5.09, 3.271e+02, 1.636e+01, 2.446e+02, 1.223e+01, 9.649e+24, 4.824e+23,
9207.5, 3.405e+17, 4.943e+16, 2116.0, 4.22, 4.00, 35.35, 5.13, 3.264e+02, 1.632e+01, 2.445e+02, 1.222e+01, 9.633e+24, 4.817e+23,
9222.5, 3.426e+17, 4.979e+16, 2116.0, 4.23, 4.00, 35.62, 5.18, 3.257e+02, 1.629e+01, 2.444e+02, 1.222e+01, 9.617e+24, 4.809e+23,
9237.5, 3.444e+17, 5.016e+16, 2116.0, 4.26, 4.00, 35.87, 5.22, 3.251e+02, 1.625e+01, 2.442e+02, 1.221e+01, 9.601e+24, 4.801e+23,
9252.5, 3.458e+17, 5.053e+16, 2116.0, 4.29, 4.00, 36.08, 5.27, 3.244e+02, 1.622e+01, 2.441e+02, 1.221e+01, 9.585e+24, 4.793e+23,
9267.5, 3.482e+17, 5.096e+16, 2116.0, 4.31, 4.00, 36.38, 5.33, 3.237e+02, 1.618e+01, 2.440e+02, 1.220e+01, 9.569e+24, 4.785e+23,
9282.5, 3.517e+17, 5.144e+16, 2116.0, 4.32, 4.00, 36.81, 5.38, 3.230e+02, 1.615e+01, 2.439e+02, 1.220e+01, 9.553e+24, 4.777e+23,
9297.5, 3.544e+17, 5.188e+16, 2116.0, 4.33, 4.00, 37.16, 5.44, 3.223e+02, 1.612e+01, 2.438e+02, 1.219e+01, 9.538e+24, 4.769e+23,
9312.5, 3.561e+17, 5.228e+16, 2116.0, 4.36, 4.00, 37.39, 5.49, 3.216e+02, 1.608e+01, 2.437e+02, 1.219e+01, 9.522e+24, 4.761e+23,
9327.5, 3.562e+17, 5.264e+16, 2113.9, 4.40, 4.00, 37.47, 5.54, 3.210e+02, 1.605e+01, 2.436e+02, 1.218e+01, 9.506e+24, 4.753e+23,
9342.5, 3.581e+17, 5.309e+16, 2113.9, 4.43, 4.00, 37.73, 5.59, 3.203e+02, 1.601e+01, 2.435e+02, 1.217e+01, 9.490e+24, 4.745e+23,
9357.5, 3.592e+17, 5.349e+16, 2113.9, 4.46, 4.00, 37.92, 5.65, 3.196e+02, 1.598e+01, 2.434e+02, 1.217e+01, 9.474e+24, 4.737e+23,
9372.5, 3.606e+17, 5.389e+16, 2116.0, 4.48, 4.00, 38.12, 5.70, 3.189e+02, 1.595e+01, 2.433e+02, 1.216e+01, 9.458e+24, 4.729e+23,
9387.5, 3.605e+17, 5.421e+16, 2116.0, 4.52, 4.00, 38.18, 5.74, 3.182e+02, 1.591e+01, 2.432e+02, 1.216e+01, 9.442e+24, 4.721e+23,
9402.5, 3.607e+17, 5.454e+16, 2116.0, 4.56, 4.00, 38.26, 5.79, 3.175e+02, 1.588e+01, 2.431e+02, 1.215e+01, 9.426e+24, 4.713e+23,
9417.5, 3.599e+17, 5.485e+16, 2113.9, 4.61, 4.00, 38.25, 5.83, 3.169e+02, 1.584e+01, 2.430e+02, 1.215e+01, 9.410e+24, 4.705e+23,
9432.5, 3.591e+17, 5.517e+16, 2109.6, 4.67, 4.00, 38.22, 5.87, 3.162e+02, 1.581e+01, 2.429e+02, 1.214e+01, 9.394e+24, 4.697e+23,
9447.5, 3.582e+17, 5.552e+16, 2107.5, 4.73, 4.00, 38.20, 5.92, 3.155e+02, 1.577e+01, 2.427e+02, 1.214e+01, 9.378e+24, 4.689e+23,
9462.5, 3.572e+17, 5.589e+16, 2113.9, 4.78, 4.00, 38.15, 5.97, 3.148e+02, 1.574e+01, 2.426e+02, 1.213e+01, 9.363e+24, 4.681e+23,
9477.5, 3.576e+17, 5.629e+16, 2113.9, 4.82, 4.00, 38.26, 6.02, 3.141e+02, 1.571e+01, 2.425e+02, 1.213e+01, 9.347e+24, 4.673e+23,
9492.5, 3.592e+17, 5.673e+16, 2113.9, 4.84, 4.00, 38.50, 6.08, 3.134e+02, 1.567e+01, 2.424e+02, 1.212e+01, 9.331e+24, 4.665e+23,
9507.5, 3.603e+17, 5.714e+16, 2113.9, 4.87, 4.00, 38.68, 6.13, 3.128e+02, 1.564e+01, 2.423e+02, 1.212e+01, 9.315e+24, 4.657e+23,
9522.5, 3.640e+17, 5.769e+16, 2113.9, 4.88, 4.00, 39.14, 6.20, 3.121e+02, 1.560e+01, 2.422e+02, 1.211e+01, 9.299e+24, 4.649e+23,
9537.5, 3.676e+17, 5.824e+16, 2116.0, 4.88, 4.00, 39.60, 6.27, 3.114e+02, 1.557e+01, 2.421e+02, 1.211e+01, 9.283e+24, 4.642e+23,
9552.5, 3.698e+17, 5.873e+16, 2116.0, 4.89, 4.00, 39.90, 6.34, 3.107e+02, 1.554e+01, 2.420e+02, 1.210e+01, 9.267e+24, 4.634e+23,
9567.5, 3.725e+17, 5.925e+16, 2116.0, 4.91, 4.00, 40.27, 6.41, 3.100e+02, 1.550e+01, 2.419e+02, 1.209e+01, 9.251e+24, 4.626e+23,
9582.5, 3.750e+17, 5.975e+16, 2109.6, 4.94, 4.00, 40.60, 6.47, 3.093e+02, 1.547e+01, 2.418e+02, 1.209e+01, 9.235e+24, 4.618e+23,
9597.5, 3.765e+17, 6.023e+16, 2103.3, 4.98, 4.00, 40.84, 6.53, 3.087e+02, 1.543e+01, 2.417e+02, 1.208e+01, 9.219e+24, 4.610e+23,
9612.5, 3.758e+17, 6.062e+16, 2099.0, 5.04, 4.00, 40.83, 6.59, 3.080e+02, 1.540e+01, 2.416e+02, 1.208e+01, 9.203e+24, 4.602e+23,
9627.5, 3.746e+17, 6.101e+16, 2094.8, 5.11, 4.00, 40.77, 6.64, 3.073e+02, 1.536e+01, 2.415e+02, 1.207e+01, 9.188e+24, 4.594e+23,
9642.5, 3.717e+17, 6.133e+16, 2096.9, 5.19, 4.00, 40.53, 6.69, 3.066e+02, 1.533e+01, 2.414e+02, 1.207e+01, 9.172e+24, 4.586e+23,
9657.5, 3.697e+17, 6.174e+16, 2107.5, 5.24, 4.00, 40.37, 6.74, 3.059e+02, 1.530e+01, 2.412e+02, 1.206e+01, 9.156e+24, 4.578e+23,
9672.5, 3.689e+17, 6.221e+16, 2113.9, 5.29, 4.00, 40.35, 6.81, 3.052e+02, 1.526e+01, 2.411e+02, 1.206e+01, 9.140e+24, 4.570e+23,
9687.5, 3.703e+17, 6.279e+16, 2111.8, 5.33, 4.00, 40.57, 6.88, 3.040e+02, 1.520e+01, 2.407e+02, 1.204e+01, 9.126e+24, 4.563e+23,
9702.5, 3.703e+17, 6.329e+16, 2113.9, 5.38, 4.00, 40.64, 6.95, 3.034e+02, 1.517e+01, 2.406e+02, 1.203e+01, 9.112e+24, 4.556e+23,
9717.5, 3.707e+17, 6.375e+16, 2113.9, 5.42, 4.00, 40.74, 7.01, 3.028e+02, 1.514e+01, 2.405e+02, 1.203e+01, 9.098e+24, 4.549e+23,
